fid,lat,lon,Annual_WS,Annual_WD,ELEV
"415",37.7,127.016,5.19,296.41,"682"
"415",37.7,127.016,5.19,296.41,"656"
"415",37.7,127.016,5.19,296.41,"607"
"415",37.7,127.016,5.19,296.41,"543"
"415",37.7,127.016,5.19,296.41,"501"
"415",37.7,127.016,5.19,296.41,"520"
"415",37.7,127.016,5.19,296.41,"515"
"415",37.7,127.016,5.19,296.41,"490"
"416",37.7,127.027,4.64,292.71,"490"
"416",37.7,127.027,4.64,292.71,"473"
"416",37.7,127.027,4.64,292.71,"452"
"416",37.7,127.027,4.64,292.71,"433"
"416",37.7,127.027,4.64,292.71,"413"
"416",37.7,127.027,4.64,292.71,"373"
"416",37.7,127.027,4.64,292.71,"328"
"416",37.7,127.027,4.64,292.71,"289"
"416",37.7,127.027,4.64,292.71,"257"
"415",37.7,127.016,5.19,296.41,"637"
"415",37.7,127.016,5.19,296.41,"579"
"415",37.7,127.016,5.19,296.41,"511"
"415",37.7,127.016,5.19,296.41,"461"
"415",37.7,127.016,5.19,296.41,"475"
"415",37.7,127.016,5.19,296.41,"498"
"415",37.7,127.016,5.19,296.41,"504"
"416",37.7,127.027,4.64,292.71,"504"
"416",37.7,127.027,4.64,292.71,"459"
"416",37.7,127.027,4.64,292.71,"447"
"416",37.7,127.027,4.64,292.71,"403"
"416",37.7,127.027,4.64,292.71,"339"
"416",37.7,127.027,4.64,292.71,"309"
"416",37.7,127.027,4.64,292.71,"277"
"416",37.7,127.027,4.64,292.71,"225"
"415",37.7,127.016,5.19,296.41,"655"
"415",37.7,127.016,5.19,296.41,"659"
"415",37.7,127.016,5.19,296.41,"661"
"415",37.7,127.016,5.19,296.41,"648"
"415",37.7,127.016,5.19,296.41,"529"
"415",37.7,127.016,5.19,296.41,"418"
"415",37.7,127.016,5.19,296.41,"399"
"415",37.7,127.016,5.19,296.41,"421"
"415",37.7,127.016,5.19,296.41,"450"
"416",37.7,127.027,4.64,292.71,"450"
"416",37.7,127.027,4.64,292.71,"447"
"416",37.7,127.027,4.64,292.71,"431"
"416",37.7,127.027,4.64,292.71,"400"
"416",37.7,127.027,4.64,292.71,"353"
"416",37.7,127.027,4.64,292.71,"299"
"416",37.7,127.027,4.64,292.71,"275"
"416",37.7,127.027,4.64,292.71,"243"
"416",37.7,127.027,4.64,292.71,"213"
"415",37.7,127.016,5.19,296.41,"640"
"415",37.7,127.016,5.19,296.41,"596"
"415",37.7,127.016,5.19,296.41,"590"
"415",37.7,127.016,5.19,296.41,"610"
"415",37.7,127.016,5.19,296.41,"622"
"415",37.7,127.016,5.19,296.41,"597"
"415",37.7,127.016,5.19,296.41,"608"
"415",37.7,127.016,5.19,296.41,"535"
"415",37.7,127.016,5.19,296.41,"402"
"415",37.7,127.016,5.19,296.41,"373"
"415",37.7,127.016,5.19,296.41,"375"
"415",37.7,127.016,5.19,296.41,"406"
"416",37.7,127.027,4.64,292.71,"406"
"416",37.7,127.027,4.64,292.71,"418"
"416",37.7,127.027,4.64,292.71,"408"
"416",37.7,127.027,4.64,292.71,"371"
"416",37.7,127.027,4.64,292.71,"334"
"416",37.7,127.027,4.64,292.71,"281"
"416",37.7,127.027,4.64,292.71,"246"
"416",37.7,127.027,4.64,292.71,"227"
"416",37.7,127.027,4.64,292.71,"200"
"415",37.7,127.016,5.19,296.41,"615"
"415",37.7,127.016,5.19,296.41,"574"
"415",37.7,127.016,5.19,296.41,"544"
"415",37.7,127.016,5.19,296.41,"551"
"415",37.7,127.016,5.19,296.41,"557"
"415",37.7,127.016,5.19,296.41,"546"
"415",37.7,127.016,5.19,296.41,"537"
"415",37.7,127.016,5.19,296.41,"480"
"415",37.7,127.016,5.19,296.41,"403"
"415",37.7,127.016,5.19,296.41,"364"
"415",37.7,127.016,5.19,296.41,"343"
"415",37.7,127.016,5.19,296.41,"363"
"416",37.7,127.027,4.64,292.71,"363"
"416",37.7,127.027,4.64,292.71,"387"
"416",37.7,127.027,4.64,292.71,"396"
"416",37.7,127.027,4.64,292.71,"363"
"416",37.7,127.027,4.64,292.71,"318"
"416",37.7,127.027,4.64,292.71,"271"
"416",37.7,127.027,4.64,292.71,"238"
"416",37.7,127.027,4.64,292.71,"210"
"416",37.7,127.027,4.64,292.71,"185"
"412",37.691,127.015,4.41,303.37,"607"
"415",37.7,127.016,5.19,296.41,"607"
"412",37.691,127.015,4.41,303.37,"560"
"415",37.7,127.016,5.19,296.41,"560"
"412",37.691,127.015,4.41,303.37,"522"
"415",37.7,127.016,5.19,296.41,"522"
"412",37.691,127.015,4.41,303.37,"501"
"415",37.7,127.016,5.19,296.41,"501"
"412",37.691,127.015,4.41,303.37,"504"
"415",37.7,127.016,5.19,296.41,"504"
"412",37.691,127.015,4.41,303.37,"500"
"415",37.7,127.016,5.19,296.41,"500"
"412",37.691,127.015,4.41,303.37,"498"
"415",37.7,127.016,5.19,296.41,"498"
"415",37.7,127.016,5.19,296.41,"450"
"415",37.7,127.016,5.19,296.41,"384"
"415",37.7,127.016,5.19,296.41,"347"
"415",37.7,127.016,5.19,296.41,"317"
"413",37.691,127.027,3.74,301.02,"326"
"415",37.7,127.016,5.19,296.41,"326"
"416",37.7,127.027,4.64,292.71,"326"
"413",37.691,127.027,3.74,301.02,"367"
"416",37.7,127.027,4.64,292.71,"367"
"413",37.691,127.027,3.74,301.02,"383"
"416",37.7,127.027,4.64,292.71,"383"
"413",37.691,127.027,3.74,301.02,"369"
"416",37.7,127.027,4.64,292.71,"369"
"413",37.691,127.027,3.74,301.02,"316"
"416",37.7,127.027,4.64,292.71,"316"
"413",37.691,127.027,3.74,301.02,"257"
"416",37.7,127.027,4.64,292.71,"257"
"413",37.691,127.027,3.74,301.02,"229"
"416",37.7,127.027,4.64,292.71,"229"
"413",37.691,127.027,3.74,301.02,"200"
"416",37.7,127.027,4.64,292.71,"200"
"413",37.691,127.027,3.74,301.02,"175"
"416",37.7,127.027,4.64,292.71,"175"
"413",37.691,127.027,3.74,301.02,"144"
"416",37.7,127.027,4.64,292.71,"144"
"444",37.691,127.074,3.52,345.12,"386"
"444",37.691,127.074,3.52,345.12,"390"
"444",37.691,127.074,3.52,345.12,"417"
"444",37.691,127.074,3.52,345.12,"450"
"444",37.691,127.074,3.52,345.12,"464"
"445",37.69,127.085,3.96,325.24,"480"
"444",37.691,127.074,3.52,345.12,"480"
"445",37.69,127.085,3.96,325.24,"518"
"445",37.69,127.085,3.96,325.24,"545"
"414",37.691,127.039,3.23,304.91,"29"
"412",37.691,127.015,4.41,303.37,"584"
"412",37.691,127.015,4.41,303.37,"542"
"412",37.691,127.015,4.41,303.37,"502"
"412",37.691,127.015,4.41,303.37,"473"
"412",37.691,127.015,4.41,303.37,"464"
"412",37.691,127.015,4.41,303.37,"463"
"412",37.691,127.015,4.41,303.37,"465"
"415",37.7,127.016,5.19,296.41,"465"
"412",37.691,127.015,4.41,303.37,"429"
"415",37.7,127.016,5.19,296.41,"429"
"412",37.691,127.015,4.41,303.37,"372"
"415",37.7,127.016,5.19,296.41,"372"
"412",37.691,127.015,4.41,303.37,"349"
"415",37.7,127.016,5.19,296.41,"349"
"412",37.691,127.015,4.41,303.37,"311"
"415",37.7,127.016,5.19,296.41,"311"
"412",37.691,127.015,4.41,303.37,"301"
"413",37.691,127.027,3.74,301.02,"301"
"415",37.7,127.016,5.19,296.41,"301"
"413",37.691,127.027,3.74,301.02,"336"
"413",37.691,127.027,3.74,301.02,"365"
"413",37.691,127.027,3.74,301.02,"371"
"413",37.691,127.027,3.74,301.02,"317"
"413",37.691,127.027,3.74,301.02,"243"
"413",37.691,127.027,3.74,301.02,"215"
"413",37.691,127.027,3.74,301.02,"202"
"413",37.691,127.027,3.74,301.02,"180"
"413",37.691,127.027,3.74,301.02,"163"
"414",37.691,127.039,3.23,304.91,"45"
"414",37.691,127.039,3.23,304.91,"52"
"414",37.691,127.039,3.23,304.91,"55"
"414",37.691,127.039,3.23,304.91,"44"
"414",37.691,127.039,3.23,304.91,"34"
"414",37.691,127.039,3.23,304.91,"30"
"443",37.691,127.062,3.14,332.74,"222"
"443",37.691,127.062,3.14,332.74,"221"
"443",37.691,127.062,3.14,332.74,"220"
"443",37.691,127.062,3.14,332.74,"272"
"443",37.691,127.062,3.14,332.74,"296"
"444",37.691,127.074,3.52,345.12,"403"
"444",37.691,127.074,3.52,345.12,"347"
"444",37.691,127.074,3.52,345.12,"348"
"444",37.691,127.074,3.52,345.12,"376"
"444",37.691,127.074,3.52,345.12,"396"
"444",37.691,127.074,3.52,345.12,"415"
"445",37.69,127.085,3.96,325.24,"442"
"444",37.691,127.074,3.52,345.12,"442"
"445",37.69,127.085,3.96,325.24,"488"
"445",37.69,127.085,3.96,325.24,"533"
"445",37.69,127.085,3.96,325.24,"518"
"412",37.691,127.015,4.41,303.37,"539"
"412",37.691,127.015,4.41,303.37,"524"
"412",37.691,127.015,4.41,303.37,"491"
"412",37.691,127.015,4.41,303.37,"460"
"412",37.691,127.015,4.41,303.37,"436"
"412",37.691,127.015,4.41,303.37,"440"
"412",37.691,127.015,4.41,303.37,"444"
"412",37.691,127.015,4.41,303.37,"419"
"412",37.691,127.015,4.41,303.37,"352"
"412",37.691,127.015,4.41,303.37,"329"
"412",37.691,127.015,4.41,303.37,"304"
"412",37.691,127.015,4.41,303.37,"279"
"413",37.691,127.027,3.74,301.02,"279"
"413",37.691,127.027,3.74,301.02,"298"
"413",37.691,127.027,3.74,301.02,"334"
"413",37.691,127.027,3.74,301.02,"347"
"413",37.691,127.027,3.74,301.02,"306"
"413",37.691,127.027,3.74,301.02,"241"
"413",37.691,127.027,3.74,301.02,"208"
"413",37.691,127.027,3.74,301.02,"182"
"413",37.691,127.027,3.74,301.02,"167"
"413",37.691,127.027,3.74,301.02,"156"
"414",37.691,127.039,3.23,304.91,"60"
"414",37.691,127.039,3.23,304.91,"59"
"414",37.691,127.039,3.23,304.91,"45"
"414",37.691,127.039,3.23,304.91,"41"
"414",37.691,127.039,3.23,304.91,"36"
"443",37.691,127.062,3.14,332.74,"196"
"443",37.691,127.062,3.14,332.74,"205"
"443",37.691,127.062,3.14,332.74,"199"
"443",37.691,127.062,3.14,332.74,"213"
"443",37.691,127.062,3.14,332.74,"235"
"443",37.691,127.062,3.14,332.74,"291"
"443",37.691,127.062,3.14,332.74,"318"
"444",37.691,127.074,3.52,345.12,"318"
"444",37.691,127.074,3.52,345.12,"335"
"444",37.691,127.074,3.52,345.12,"351"
"444",37.691,127.074,3.52,345.12,"402"
"444",37.691,127.074,3.52,345.12,"389"
"444",37.691,127.074,3.52,345.12,"361"
"444",37.691,127.074,3.52,345.12,"318"
"444",37.691,127.074,3.52,345.12,"313"
"444",37.691,127.074,3.52,345.12,"335"
"444",37.691,127.074,3.52,345.12,"363"
"445",37.69,127.085,3.96,325.24,"390"
"444",37.691,127.074,3.52,345.12,"390"
"445",37.69,127.085,3.96,325.24,"424"
"444",37.691,127.074,3.52,345.12,"424"
"445",37.69,127.085,3.96,325.24,"467"
"445",37.69,127.085,3.96,325.24,"499"
"445",37.69,127.085,3.96,325.24,"515"
"412",37.691,127.015,4.41,303.37,"559"
"412",37.691,127.015,4.41,303.37,"499"
"412",37.691,127.015,4.41,303.37,"487"
"412",37.691,127.015,4.41,303.37,"472"
"412",37.691,127.015,4.41,303.37,"451"
"412",37.691,127.015,4.41,303.37,"416"
"412",37.691,127.015,4.41,303.37,"403"
"412",37.691,127.015,4.41,303.37,"416"
"412",37.691,127.015,4.41,303.37,"397"
"412",37.691,127.015,4.41,303.37,"345"
"412",37.691,127.015,4.41,303.37,"317"
"412",37.691,127.015,4.41,303.37,"284"
"412",37.691,127.015,4.41,303.37,"260"
"413",37.691,127.027,3.74,301.02,"260"
"413",37.691,127.027,3.74,301.02,"264"
"413",37.691,127.027,3.74,301.02,"302"
"413",37.691,127.027,3.74,301.02,"314"
"413",37.691,127.027,3.74,301.02,"276"
"413",37.691,127.027,3.74,301.02,"235"
"413",37.691,127.027,3.74,301.02,"214"
"413",37.691,127.027,3.74,301.02,"194"
"413",37.691,127.027,3.74,301.02,"168"
"413",37.691,127.027,3.74,301.02,"154"
"413",37.691,127.027,3.74,301.02,"132"
"414",37.691,127.039,3.23,304.91,"70"
"414",37.691,127.039,3.23,304.91,"74"
"414",37.691,127.039,3.23,304.91,"64"
"414",37.691,127.039,3.23,304.91,"54"
"414",37.691,127.039,3.23,304.91,"48"
"414",37.691,127.039,3.23,304.91,"37"
"414",37.691,127.039,3.23,304.91,"33"
"414",37.691,127.039,3.23,304.91,"31"
"443",37.691,127.062,3.14,332.74,"185"
"443",37.691,127.062,3.14,332.74,"184"
"443",37.691,127.062,3.14,332.74,"177"
"443",37.691,127.062,3.14,332.74,"201"
"443",37.691,127.062,3.14,332.74,"227"
"443",37.691,127.062,3.14,332.74,"283"
"443",37.691,127.062,3.14,332.74,"297"
"444",37.691,127.074,3.52,345.12,"297"
"444",37.691,127.074,3.52,345.12,"314"
"444",37.691,127.074,3.52,345.12,"328"
"444",37.691,127.074,3.52,345.12,"353"
"444",37.691,127.074,3.52,345.12,"369"
"444",37.691,127.074,3.52,345.12,"367"
"444",37.691,127.074,3.52,345.12,"333"
"444",37.691,127.074,3.52,345.12,"294"
"444",37.691,127.074,3.52,345.12,"320"
"444",37.691,127.074,3.52,345.12,"348"
"445",37.69,127.085,3.96,325.24,"376"
"444",37.691,127.074,3.52,345.12,"376"
"445",37.69,127.085,3.96,325.24,"406"
"445",37.69,127.085,3.96,325.24,"433"
"445",37.69,127.085,3.96,325.24,"457"
"445",37.69,127.085,3.96,325.24,"495"
"412",37.691,127.015,4.41,303.37,"586"
"412",37.691,127.015,4.41,303.37,"537"
"412",37.691,127.015,4.41,303.37,"479"
"412",37.691,127.015,4.41,303.37,"450"
"412",37.691,127.015,4.41,303.37,"453"
"412",37.691,127.015,4.41,303.37,"452"
"412",37.691,127.015,4.41,303.37,"421"
"412",37.691,127.015,4.41,303.37,"392"
"412",37.691,127.015,4.41,303.37,"379"
"412",37.691,127.015,4.41,303.37,"385"
"412",37.691,127.015,4.41,303.37,"364"
"412",37.691,127.015,4.41,303.37,"326"
"412",37.691,127.015,4.41,303.37,"299"
"412",37.691,127.015,4.41,303.37,"263"
"413",37.691,127.027,3.74,301.02,"263"
"413",37.691,127.027,3.74,301.02,"246"
"413",37.691,127.027,3.74,301.02,"265"
"413",37.691,127.027,3.74,301.02,"282"
"413",37.691,127.027,3.74,301.02,"259"
"413",37.691,127.027,3.74,301.02,"234"
"413",37.691,127.027,3.74,301.02,"206"
"413",37.691,127.027,3.74,301.02,"185"
"413",37.691,127.027,3.74,301.02,"171"
"413",37.691,127.027,3.74,301.02,"158"
"413",37.691,127.027,3.74,301.02,"155"
"414",37.691,127.039,3.23,304.91,"112"
"414",37.691,127.039,3.23,304.91,"87"
"414",37.691,127.039,3.23,304.91,"84"
"414",37.691,127.039,3.23,304.91,"78"
"414",37.691,127.039,3.23,304.91,"71"
"414",37.691,127.039,3.23,304.91,"60"
"414",37.691,127.039,3.23,304.91,"51"
"414",37.691,127.039,3.23,304.91,"46"
"414",37.691,127.039,3.23,304.91,"39"
"411",37.682,127.05,2.93,321.17,"28"
"414",37.691,127.039,3.23,304.91,"28"
"443",37.691,127.062,3.14,332.74,"163"
"443",37.691,127.062,3.14,332.74,"160"
"443",37.691,127.062,3.14,332.74,"156"
"443",37.691,127.062,3.14,332.74,"163"
"443",37.691,127.062,3.14,332.74,"190"
"443",37.691,127.062,3.14,332.74,"211"
"443",37.691,127.062,3.14,332.74,"264"
"443",37.691,127.062,3.14,332.74,"268"
"444",37.691,127.074,3.52,345.12,"268"
"444",37.691,127.074,3.52,345.12,"284"
"444",37.691,127.074,3.52,345.12,"303"
"444",37.691,127.074,3.52,345.12,"331"
"444",37.691,127.074,3.52,345.12,"349"
"444",37.691,127.074,3.52,345.12,"340"
"444",37.691,127.074,3.52,345.12,"312"
"444",37.691,127.074,3.52,345.12,"266"
"444",37.691,127.074,3.52,345.12,"285"
"444",37.691,127.074,3.52,345.12,"305"
"444",37.691,127.074,3.52,345.12,"313"
"445",37.69,127.085,3.96,325.24,"346"
"444",37.691,127.074,3.52,345.12,"346"
"445",37.69,127.085,3.96,325.24,"373"
"445",37.69,127.085,3.96,325.24,"385"
"445",37.69,127.085,3.96,325.24,"410"
"445",37.69,127.085,3.96,325.24,"470"
"412",37.691,127.015,4.41,303.37,"519"
"412",37.691,127.015,4.41,303.37,"481"
"412",37.691,127.015,4.41,303.37,"448"
"412",37.691,127.015,4.41,303.37,"416"
"412",37.691,127.015,4.41,303.37,"400"
"412",37.691,127.015,4.41,303.37,"397"
"412",37.691,127.015,4.41,303.37,"392"
"412",37.691,127.015,4.41,303.37,"365"
"412",37.691,127.015,4.41,303.37,"350"
"412",37.691,127.015,4.41,303.37,"353"
"412",37.691,127.015,4.41,303.37,"334"
"412",37.691,127.015,4.41,303.37,"324"
"412",37.691,127.015,4.41,303.37,"291"
"412",37.691,127.015,4.41,303.37,"265"
"413",37.691,127.027,3.74,301.02,"265"
"413",37.691,127.027,3.74,301.02,"231"
"413",37.691,127.027,3.74,301.02,"216"
"413",37.691,127.027,3.74,301.02,"233"
"413",37.691,127.027,3.74,301.02,"220"
"413",37.691,127.027,3.74,301.02,"193"
"413",37.691,127.027,3.74,301.02,"184"
"413",37.691,127.027,3.74,301.02,"170"
"413",37.691,127.027,3.74,301.02,"148"
"413",37.691,127.027,3.74,301.02,"138"
"413",37.691,127.027,3.74,301.02,"154"
"413",37.691,127.027,3.74,301.02,"143"
"414",37.691,127.039,3.23,304.91,"143"
"414",37.691,127.039,3.23,304.91,"109"
"414",37.691,127.039,3.23,304.91,"88"
"414",37.691,127.039,3.23,304.91,"87"
"414",37.691,127.039,3.23,304.91,"83"
"414",37.691,127.039,3.23,304.91,"68"
"414",37.691,127.039,3.23,304.91,"50"
"414",37.691,127.039,3.23,304.91,"42"
"414",37.691,127.039,3.23,304.91,"41"
"414",37.691,127.039,3.23,304.91,"32"
"411",37.682,127.05,2.93,321.17,"29"
"414",37.691,127.039,3.23,304.91,"29"
"411",37.682,127.05,2.93,321.17,"28"
"443",37.691,127.062,3.14,332.74,"138"
"443",37.691,127.062,3.14,332.74,"130"
"443",37.691,127.062,3.14,332.74,"125"
"443",37.691,127.062,3.14,332.74,"155"
"443",37.691,127.062,3.14,332.74,"193"
"443",37.691,127.062,3.14,332.74,"217"
"443",37.691,127.062,3.14,332.74,"225"
"443",37.691,127.062,3.14,332.74,"235"
"444",37.691,127.074,3.52,345.12,"235"
"444",37.691,127.074,3.52,345.12,"253"
"444",37.691,127.074,3.52,345.12,"297"
"444",37.691,127.074,3.52,345.12,"317"
"444",37.691,127.074,3.52,345.12,"319"
"444",37.691,127.074,3.52,345.12,"291"
"444",37.691,127.074,3.52,345.12,"277"
"444",37.691,127.074,3.52,345.12,"244"
"444",37.691,127.074,3.52,345.12,"252"
"444",37.691,127.074,3.52,345.12,"257"
"444",37.691,127.074,3.52,345.12,"280"
"445",37.69,127.085,3.96,325.24,"315"
"444",37.691,127.074,3.52,345.12,"315"
"445",37.69,127.085,3.96,325.24,"332"
"445",37.69,127.085,3.96,325.24,"349"
"445",37.69,127.085,3.96,325.24,"391"
"445",37.69,127.085,3.96,325.24,"486"
"412",37.691,127.015,4.41,303.37,"497"
"412",37.691,127.015,4.41,303.37,"450"
"412",37.691,127.015,4.41,303.37,"415"
"412",37.691,127.015,4.41,303.37,"413"
"412",37.691,127.015,4.41,303.37,"388"
"412",37.691,127.015,4.41,303.37,"362"
"412",37.691,127.015,4.41,303.37,"367"
"412",37.691,127.015,4.41,303.37,"359"
"412",37.691,127.015,4.41,303.37,"336"
"412",37.691,127.015,4.41,303.37,"331"
"412",37.691,127.015,4.41,303.37,"311"
"412",37.691,127.015,4.41,303.37,"303"
"412",37.691,127.015,4.41,303.37,"287"
"412",37.691,127.015,4.41,303.37,"261"
"413",37.691,127.027,3.74,301.02,"261"
"413",37.691,127.027,3.74,301.02,"225"
"413",37.691,127.027,3.74,301.02,"203"
"413",37.691,127.027,3.74,301.02,"211"
"413",37.691,127.027,3.74,301.02,"199"
"413",37.691,127.027,3.74,301.02,"171"
"413",37.691,127.027,3.74,301.02,"169"
"413",37.691,127.027,3.74,301.02,"160"
"413",37.691,127.027,3.74,301.02,"142"
"413",37.691,127.027,3.74,301.02,"129"
"413",37.691,127.027,3.74,301.02,"134"
"413",37.691,127.027,3.74,301.02,"137"
"414",37.691,127.039,3.23,304.91,"137"
"414",37.691,127.039,3.23,304.91,"104"
"414",37.691,127.039,3.23,304.91,"79"
"414",37.691,127.039,3.23,304.91,"74"
"414",37.691,127.039,3.23,304.91,"75"
"414",37.691,127.039,3.23,304.91,"62"
"414",37.691,127.039,3.23,304.91,"52"
"414",37.691,127.039,3.23,304.91,"43"
"414",37.691,127.039,3.23,304.91,"36"
"414",37.691,127.039,3.23,304.91,"35"
"414",37.691,127.039,3.23,304.91,"34"
"414",37.691,127.039,3.23,304.91,"33"
"414",37.691,127.039,3.23,304.91,"32"
"414",37.691,127.039,3.23,304.91,"31"
"443",37.691,127.062,3.14,332.74,"108"
"443",37.691,127.062,3.14,332.74,"121"
"443",37.691,127.062,3.14,332.74,"111"
"443",37.691,127.062,3.14,332.74,"127"
"443",37.691,127.062,3.14,332.74,"157"
"443",37.691,127.062,3.14,332.74,"180"
"443",37.691,127.062,3.14,332.74,"200"
"443",37.691,127.062,3.14,332.74,"209"
"443",37.691,127.062,3.14,332.74,"234"
"444",37.691,127.074,3.52,345.12,"234"
"444",37.691,127.074,3.52,345.12,"264"
"444",37.691,127.074,3.52,345.12,"290"
"444",37.691,127.074,3.52,345.12,"279"
"444",37.691,127.074,3.52,345.12,"263"
"444",37.691,127.074,3.52,345.12,"251"
"444",37.691,127.074,3.52,345.12,"239"
"444",37.691,127.074,3.52,345.12,"228"
"444",37.691,127.074,3.52,345.12,"239"
"444",37.691,127.074,3.52,345.12,"261"
"444",37.691,127.074,3.52,345.12,"275"
"445",37.69,127.085,3.96,325.24,"310"
"444",37.691,127.074,3.52,345.12,"310"
"445",37.69,127.085,3.96,325.24,"348"
"445",37.69,127.085,3.96,325.24,"378"
"445",37.69,127.085,3.96,325.24,"422"
"445",37.69,127.085,3.96,325.24,"495"
"445",37.69,127.085,3.96,325.24,"483"
"445",37.69,127.085,3.96,325.24,"443"
"412",37.691,127.015,4.41,303.37,"481"
"412",37.691,127.015,4.41,303.37,"429"
"412",37.691,127.015,4.41,303.37,"387"
"412",37.691,127.015,4.41,303.37,"378"
"412",37.691,127.015,4.41,303.37,"370"
"412",37.691,127.015,4.41,303.37,"349"
"412",37.691,127.015,4.41,303.37,"332"
"412",37.691,127.015,4.41,303.37,"330"
"412",37.691,127.015,4.41,303.37,"312"
"412",37.691,127.015,4.41,303.37,"292"
"412",37.691,127.015,4.41,303.37,"291"
"412",37.691,127.015,4.41,303.37,"287"
"412",37.691,127.015,4.41,303.37,"266"
"412",37.691,127.015,4.41,303.37,"247"
"413",37.691,127.027,3.74,301.02,"247"
"413",37.691,127.027,3.74,301.02,"230"
"413",37.691,127.027,3.74,301.02,"198"
"413",37.691,127.027,3.74,301.02,"185"
"413",37.691,127.027,3.74,301.02,"182"
"413",37.691,127.027,3.74,301.02,"161"
"413",37.691,127.027,3.74,301.02,"156"
"413",37.691,127.027,3.74,301.02,"147"
"413",37.691,127.027,3.74,301.02,"125"
"413",37.691,127.027,3.74,301.02,"135"
"414",37.691,127.039,3.23,304.91,"135"
"414",37.691,127.039,3.23,304.91,"101"
"414",37.691,127.039,3.23,304.91,"76"
"414",37.691,127.039,3.23,304.91,"66"
"414",37.691,127.039,3.23,304.91,"56"
"414",37.691,127.039,3.23,304.91,"49"
"414",37.691,127.039,3.23,304.91,"41"
"414",37.691,127.039,3.23,304.91,"38"
"414",37.691,127.039,3.23,304.91,"32"
"414",37.691,127.039,3.23,304.91,"31"
"411",37.682,127.05,2.93,321.17,"29"
"443",37.691,127.062,3.14,332.74,"34"
"443",37.691,127.062,3.14,332.74,"54"
"443",37.691,127.062,3.14,332.74,"79"
"443",37.691,127.062,3.14,332.74,"94"
"443",37.691,127.062,3.14,332.74,"99"
"443",37.691,127.062,3.14,332.74,"101"
"443",37.691,127.062,3.14,332.74,"126"
"443",37.691,127.062,3.14,332.74,"151"
"443",37.691,127.062,3.14,332.74,"164"
"443",37.691,127.062,3.14,332.74,"177"
"443",37.691,127.062,3.14,332.74,"210"
"443",37.691,127.062,3.14,332.74,"235"
"444",37.691,127.074,3.52,345.12,"235"
"444",37.691,127.074,3.52,345.12,"255"
"444",37.691,127.074,3.52,345.12,"263"
"444",37.691,127.074,3.52,345.12,"234"
"444",37.691,127.074,3.52,345.12,"217"
"444",37.691,127.074,3.52,345.12,"207"
"444",37.691,127.074,3.52,345.12,"202"
"444",37.691,127.074,3.52,345.12,"233"
"444",37.691,127.074,3.52,345.12,"266"
"444",37.691,127.074,3.52,345.12,"292"
"444",37.691,127.074,3.52,345.12,"305"
"445",37.69,127.085,3.96,325.24,"337"
"444",37.691,127.074,3.52,345.12,"337"
"445",37.69,127.085,3.96,325.24,"378"
"445",37.69,127.085,3.96,325.24,"408"
"445",37.69,127.085,3.96,325.24,"434"
"445",37.69,127.085,3.96,325.24,"472"
"445",37.69,127.085,3.96,325.24,"447"
"445",37.69,127.085,3.96,325.24,"415"
"445",37.69,127.085,3.96,325.24,"404"
"445",37.69,127.085,3.96,325.24,"397"
"445",37.69,127.085,3.96,325.24,"383"
"445",37.69,127.085,3.96,325.24,"363"
"445",37.69,127.085,3.96,325.24,"343"
"445",37.69,127.085,3.96,325.24,"318"
"445",37.69,127.085,3.96,325.24,"288"
"412",37.691,127.015,4.41,303.37,"445"
"412",37.691,127.015,4.41,303.37,"406"
"412",37.691,127.015,4.41,303.37,"371"
"412",37.691,127.015,4.41,303.37,"343"
"412",37.691,127.015,4.41,303.37,"333"
"412",37.691,127.015,4.41,303.37,"317"
"412",37.691,127.015,4.41,303.37,"302"
"412",37.691,127.015,4.41,303.37,"290"
"412",37.691,127.015,4.41,303.37,"275"
"412",37.691,127.015,4.41,303.37,"259"
"412",37.691,127.015,4.41,303.37,"246"
"412",37.691,127.015,4.41,303.37,"228"
"412",37.691,127.015,4.41,303.37,"218"
"413",37.691,127.027,3.74,301.02,"218"
"413",37.691,127.027,3.74,301.02,"210"
"413",37.691,127.027,3.74,301.02,"189"
"413",37.691,127.027,3.74,301.02,"166"
"413",37.691,127.027,3.74,301.02,"158"
"413",37.691,127.027,3.74,301.02,"148"
"413",37.691,127.027,3.74,301.02,"137"
"413",37.691,127.027,3.74,301.02,"132"
"413",37.691,127.027,3.74,301.02,"133"
"413",37.691,127.027,3.74,301.02,"116"
"413",37.691,127.027,3.74,301.02,"110"
"413",37.691,127.027,3.74,301.02,"122"
"414",37.691,127.039,3.23,304.91,"122"
"414",37.691,127.039,3.23,304.91,"105"
"414",37.691,127.039,3.23,304.91,"93"
"414",37.691,127.039,3.23,304.91,"80"
"414",37.691,127.039,3.23,304.91,"57"
"414",37.691,127.039,3.23,304.91,"48"
"414",37.691,127.039,3.23,304.91,"43"
"414",37.691,127.039,3.23,304.91,"39"
"414",37.691,127.039,3.23,304.91,"38"
"414",37.691,127.039,3.23,304.91,"41"
"414",37.691,127.039,3.23,304.91,"40"
"414",37.691,127.039,3.23,304.91,"34"
"414",37.691,127.039,3.23,304.91,"30"
"411",37.682,127.05,2.93,321.17,"28"
"414",37.691,127.039,3.23,304.91,"28"
"411",37.682,127.05,2.93,321.17,"28"
"443",37.691,127.062,3.14,332.74,"36"
"443",37.691,127.062,3.14,332.74,"44"
"443",37.691,127.062,3.14,332.74,"49"
